execution_order,batch,barcode,number_of_affected_variants,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id,recommended_action,priority,review_reason
857,18,947005,2,MILITIA SWEATSHIRT IN CASA BLANCA,EXTRA - LARGE,947005,gid://shopify/Product/10224317169969,gid://shopify/ProductVariant/51083549016369,archived,gid://shopify/InventoryItem/53153201193265,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
858,18,947006,2,CUTOFF MILITIA SWEATSHIRT IN CASA BLANCA,2X-LARGE,947006,gid://shopify/Product/10018087174449,gid://shopify/ProductVariant/50047357288753,archived,gid://shopify/InventoryItem/52097401782577,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
859,18,947006,2,MILITIA SWEATSHIRT IN CASA BLANCA,2X-LARGE,947006,gid://shopify/Product/10224317169969,gid://shopify/ProductVariant/51083549049137,archived,gid://shopify/InventoryItem/53153201226033,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
860,18,947007,2,CUTOFF MILITIA SWEATSHIRT IN CASA BLANCA,3X-LARGE,947007,gid://shopify/Product/10018087174449,gid://shopify/ProductVariant/50047357321521,archived,gid://shopify/InventoryItem/52097401815345,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
861,18,947007,2,MILITIA SWEATSHIRT IN CASA BLANCA,3X-LARGE,947007,gid://shopify/Product/10224317169969,gid://shopify/ProductVariant/51083549081905,archived,gid://shopify/InventoryItem/53153201258801,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
862,18,951202,2,VEINS PANTS IN NAVY,SMALL,951202,gid://shopify/Product/10058916102449,gid://shopify/ProductVariant/50218281337137,archived,gid://shopify/InventoryItem/52271103148337,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
863,18,951202,2,VEIN PANTS IN NAVY,SMALL,951202,gid://shopify/Product/10562133360945,gid://shopify/ProductVariant/52638188437809,archived,gid://shopify/InventoryItem/54735659270449,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
864,18,951203,2,VEINS PANTS IN NAVY,MEDIUM,951203,gid://shopify/Product/10058916102449,gid://shopify/ProductVariant/50218281369905,archived,gid://shopify/InventoryItem/52271103181105,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
865,18,951203,2,VEIN PANTS IN NAVY,MEDIUM,951203,gid://shopify/Product/10562133360945,gid://shopify/ProductVariant/52638188470577,archived,gid://shopify/InventoryItem/54735659303217,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
866,18,951204,2,VEINS PANTS IN NAVY,LARGE,951204,gid://shopify/Product/10058916102449,gid://shopify/ProductVariant/50218281402673,archived,gid://shopify/InventoryItem/52271103213873,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
867,18,951204,2,VEIN PANTS IN NAVY,LARGE,951204,gid://shopify/Product/10562133360945,gid://shopify/ProductVariant/52638188503345,archived,gid://shopify/InventoryItem/54735659335985,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
868,18,951205,2,VEINS PANTS IN NAVY,EXTRA - LARGE,951205,gid://shopify/Product/10058916102449,gid://shopify/ProductVariant/50218281435441,archived,gid://shopify/InventoryItem/52271103246641,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
869,18,951205,2,VEIN PANTS IN NAVY,EXTRA - LARGE,951205,gid://shopify/Product/10562133360945,gid://shopify/ProductVariant/52638188536113,archived,gid://shopify/InventoryItem/54735659368753,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
870,18,951206,2,VEINS PANTS IN NAVY,2X - LARGE,951206,gid://shopify/Product/10058916102449,gid://shopify/ProductVariant/50218281468209,archived,gid://shopify/InventoryItem/52271103279409,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
871,18,951206,2,VEIN PANTS IN NAVY,2X - LARGE,951206,gid://shopify/Product/10562133360945,gid://shopify/ProductVariant/52638188568881,archived,gid://shopify/InventoryItem/54735659401521,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
872,18,951207,2,VEINS PANTS IN NAVY,3X - LARGE,951207,gid://shopify/Product/10058916102449,gid://shopify/ProductVariant/50218281500977,archived,gid://shopify/InventoryItem/52271103312177,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
873,18,951207,2,VEIN PANTS IN NAVY,3X - LARGE,951207,gid://shopify/Product/10562133360945,gid://shopify/ProductVariant/52638188601649,archived,gid://shopify/InventoryItem/54735659434289,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
874,18,968302,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",EXTRA-SMALL,968302,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50457634144561,archived,gid://shopify/InventoryItem/52512660652337,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
875,18,968302,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",EXTRA-SMALL,968302,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331573041,archived,gid://shopify/InventoryItem/52634154303793,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
876,18,968303,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",SMALL,968303,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50457634177329,archived,gid://shopify/InventoryItem/52512660685105,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
877,18,968303,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",SMALL,968303,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331605809,archived,gid://shopify/InventoryItem/52634154336561,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
878,18,968304,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",MEDIUM,968304,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50457634210097,archived,gid://shopify/InventoryItem/52512660717873,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
879,18,968304,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",MEDIUM,968304,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331638577,archived,gid://shopify/InventoryItem/52634154369329,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
880,18,968305,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",LARGE,968305,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50457634242865,archived,gid://shopify/InventoryItem/52512660750641,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
881,18,968305,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",LARGE,968305,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331671345,archived,gid://shopify/InventoryItem/52634154402097,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
882,18,968306,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",EXTRA-LARGE,968306,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50457634275633,archived,gid://shopify/InventoryItem/52512660783409,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
883,18,968306,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",EXTRA-LARGE,968306,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331704113,archived,gid://shopify/InventoryItem/52634154434865,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
884,18,968307,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",2X-LARGE,968307,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50457634308401,archived,gid://shopify/InventoryItem/52512660816177,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
885,18,968307,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",2X-LARGE,968307,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331736881,archived,gid://shopify/InventoryItem/52634154467633,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
886,18,968308,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",3X-LARGE,968308,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50457634341169,archived,gid://shopify/InventoryItem/52512660848945,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
887,18,968308,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",3X-LARGE,968308,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331769649,archived,gid://shopify/InventoryItem/52634154500401,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
888,18,968309,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",4X-LARGE,968309,gid://shopify/Product/10116294934833,gid://shopify/ProductVariant/50458384662833,archived,gid://shopify/InventoryItem/52513423065393,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
889,18,968309,2,"""HITTER"" V3 BOX TEE LITE TEE IN WHITE/ANTHRACITE",4X-LARGE,968309,gid://shopify/Product/10144898842929,gid://shopify/ProductVariant/50569331802417,archived,gid://shopify/InventoryItem/52634154533169,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
890,18,973506,2,"""LAST SUPPER"" LONGSLEEVE TEE IN HEATHER GREY",EXTRA-LARGE,973506,gid://shopify/Product/10143062622513,gid://shopify/ProductVariant/50564137484593,archived,gid://shopify/InventoryItem/52628344996145,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
891,18,973506,2,"""LAST SUPPER"" LONGSLEEVE TEE IN HEATHER GREY",2X - LARGE,973506,gid://shopify/Product/10143062622513,gid://shopify/ProductVariant/50564137517361,archived,gid://shopify/InventoryItem/52628345028913,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
892,18,974562,2,KHAKI 7 POCKET LOUNGE PANTS,SMALL,974562,gid://shopify/Product/6703960883286,gid://shopify/ProductVariant/39705650692182,archived,gid://shopify/InventoryItem/41814527344726,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
893,18,974562,2,KHAKI 7 POCKET LOUNGE PANTS,SMALL,974562,gid://shopify/Product/6716492218454,gid://shopify/ProductVariant/39741367222358,archived,gid://shopify/InventoryItem/41851005501526,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
894,18,974563,2,KHAKI 7 POCKET LOUNGE PANTS,MEDIUM,974563,gid://shopify/Product/6703960883286,gid://shopify/ProductVariant/39705650724950,archived,gid://shopify/InventoryItem/41814527377494,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
895,18,974563,2,KHAKI 7 POCKET LOUNGE PANTS,MEDIUM,974563,gid://shopify/Product/6716492218454,gid://shopify/ProductVariant/39741367255126,archived,gid://shopify/InventoryItem/41851005534294,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
896,18,974564,2,KHAKI 7 POCKET LOUNGE PANTS,LARGE,974564,gid://shopify/Product/6703960883286,gid://shopify/ProductVariant/39705650757718,archived,gid://shopify/InventoryItem/41814527410262,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
897,18,974564,2,KHAKI 7 POCKET LOUNGE PANTS,LARGE,974564,gid://shopify/Product/6716492218454,gid://shopify/ProductVariant/39741367287894,archived,gid://shopify/InventoryItem/41851005567062,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
898,18,978752,2,"""SMILEY"" LITTLE HUMAN™ TEE IN OAT",3-4,978752,gid://shopify/Product/8841916252465,gid://shopify/ProductVariant/46740038451505,archived,gid://shopify/InventoryItem/48788082393393,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
899,18,978752,2,CLASSIC HOODIE IN OLIVE,SMALL,978752,gid://shopify/Product/8900320362801,gid://shopify/ProductVariant/47025533583665,archived,gid://shopify/InventoryItem/49074110529841,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
900,18,978753,2,"""SMILEY"" LITTLE HUMAN™ TEE IN OAT",5-6,978753,gid://shopify/Product/8841916252465,gid://shopify/ProductVariant/46740038484273,archived,gid://shopify/InventoryItem/48788082426161,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
901,19,978753,2,CLASSIC HOODIE IN OLIVE,MEDIUM,978753,gid://shopify/Product/8900320362801,gid://shopify/ProductVariant/47025533616433,archived,gid://shopify/InventoryItem/49074110562609,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
902,19,978754,2,"""SMILEY"" LITTLE HUMAN™ TEE IN OAT",7-8,978754,gid://shopify/Product/8841916252465,gid://shopify/ProductVariant/46740038517041,archived,gid://shopify/InventoryItem/48788082458929,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
